154	26	WALKING	0.2792644	-0.015425959	-0.10892701	0.9606478	-0.133922185	0.108738700	0.06523037	1.967121e-02	-6.183058e-03	-0.0033408594	-0.084150765	0.0851069248	-0.09941146	-0.04565383	-0.049224055	-0.2233991718	-0.2233991718	-0.290758025	-0.392092024	-0.51239883	-0.32195955	-0.146702157	-0.33953965	-2.992939e-01	-0.0539623026	0.2403643436	-0.364226764	-0.298531982	-0.39867319	-0.25493553	-4.080948e-01	-0.245889005	-0.36811291	-0.56182777	-0.31851681	-0.083759610	0.132622789	-0.0631030041	-0.379836743	0.1743980997	-0.293358341	0.0423616588	-0.5519276131	0.2208116679	-0.61946104	0.1942154693	4.678141e-02	-0.0047309946
155	26	WALKING_DOWNSTAIRS	0.2792846	-0.012625810	-0.10643962	0.9467973	-0.079900373	0.153906320	0.11147079	-7.131602e-03	-1.189114e-02	-0.0107522082	-0.100382204	0.0822213996	-0.09924653	-0.03726811	-0.051058741	0.1143793837	0.1143793837	-0.148856266	-0.235314623	-0.41877981	0.02280010	-0.006237000	-0.27964006	-5.514384e-01	0.0044402193	0.1399744981	-0.201368098	-0.165552378	-0.36011461	-0.52128786	-4.566796e-01	-0.345015792	-0.12591815	-0.44312621	-0.22138883	-0.109325027	0.042572962	-0.0137289300	0.075101685	-0.1529934756	-0.153172029	-0.0845718966	-0.3345099466	0.0059910814	-0.47220075	-0.0043410088	7.678477e-02	-0.0461740932
156	26	WALKING_UPSTAIRS	0.2726914	-0.028163380	-0.12194346	0.9420953	-0.246169656	-0.001993106	0.07556453	2.091717e-03	-1.170893e-02	-0.0247950826	-0.065760180	0.0721458973	-0.09755902	-0.03862441	-0.059555839	-0.1428744994	-0.1428744994	-0.404463896	-0.344427048	-0.64809985	-0.24282076	-0.185528313	-0.49950276	-3.843939e-01	-0.2313589591	-0.1890885868	-0.304540556	-0.419344696	-0.63974126	-0.22251391	-4.776766e-01	-0.378521915	-0.42768657	-0.61711254	-0.34270393	-0.069301713	-0.095641703	-0.2165007201	-0.167566383	-0.0172240386	-0.294970471	0.0571545020	-0.5560847782	-0.0255131300	-0.67358066	-0.0512559512	4.189956e-02	0.0466143060
157	27	LAYING	0.2741025	-0.017986761	-0.10769973	-0.5304346	0.567879494	0.845392380	0.07662686	1.264911e-02	-6.855493e-04	-0.0195427329	-0.095783957	0.1187383608	-0.10114770	-0.03621862	-0.064279785	-0.9820916522	-0.9820916522	-0.988372774	-0.966917594	-0.99435504	-0.98063185	-0.982915952	-0.98735659	-1.737194e-01	0.2546365521	0.3600785424	-0.986679573	-0.985257277	-0.98803313	0.09612560	6.299307e-02	0.148092919	-0.98702854	-0.98679584	-0.97920202	0.091110110	-0.019569048	0.2548048465	-0.981389018	0.3686796812	-0.988098903	0.4051048589	-0.9798906680	0.1743116544	-0.99356378	0.3483214532	2.164265e-02	-0.0094734480
158	27	SITTING	0.2739413	-0.015526980	-0.10552191	0.8394647	0.212947021	0.276417431	0.07790390	4.670724e-03	-6.112854e-03	-0.0371830822	-0.079734565	0.0833752812	-0.09516358	-0.03964108	-0.050388356	-0.9794816689	-0.9794816689	-0.989467178	-0.963565474	-0.99403471	-0.98868211	-0.974057856	-0.97466582	-5.851530e-02	0.1446257902	0.1216350591	-0.990839607	-0.985238584	-0.98708772	0.19431882	-1.057950e-02	0.034772784	-0.98720790	-0.98414112	-0.97684813	0.028063601	-0.159439067	0.0218168995	-0.974766467	0.2078556265	-0.988773269	0.3579207699	-0.9794828209	-0.0230774093	-0.99239026	0.2249750479	-3.214024e-04	0.0256382561
159	27	STANDING	0.2795669	-0.016593236	-0.10783582	0.9653515	-0.188504847	-0.005574169	0.07496998	1.224333e-02	-1.379503e-03	-0.0267316539	-0.067507120	0.0716841463	-0.09876051	-0.04174718	-0.051403919	-0.9727532874	-0.9727532874	-0.985347620	-0.968702957	-0.98953210	-0.99012181	-0.961356141	-0.97414625	1.378049e-01	0.0654583122	0.0912563979	-0.987771749	-0.975868680	-0.98511138	0.29614373	-3.292310e-02	0.055479502	-0.97014963	-0.98373187	-0.98086249	-0.246819626	-0.139056087	0.0576302700	-0.973186182	0.1778253031	-0.984151646	0.3290143600	-0.9755255656	-0.1657139121	-0.98941848	0.2128953103	1.721206e-02	0.0346993396
160	27	WALKING	0.2768495	-0.016647878	-0.11282229	0.9447593	-0.187497035	-0.126210937	0.06843320	1.612303e-03	-2.075233e-02	-0.0855883571	-0.036534816	0.1182677502	-0.07861635	-0.04769744	-0.065024755	-0.2388538753	-0.2388538753	-0.230500549	-0.396638754	-0.56258720	-0.30870237	-0.136783541	-0.31237260	-3.016603e-01	0.1542803921	0.2484463490	-0.345482737	-0.194767362	-0.38261709	-0.26872235	-2.263658e-01	-0.199017302	-0.49801794	-0.53472423	-0.31818238	-0.040573463	0.001985691	-0.1287213821	-0.327229406	0.2435359838	-0.259934013	0.0162107117	-0.5194517040	0.1487172311	-0.62328820	0.0859756803	1.253949e-02	0.0248390151
161	27	WALKING_DOWNSTAIRS	0.2975442	-0.013556447	-0.11283769	0.9313802	-0.166938775	-0.140047614	0.09362732	1.598695e-02	-9.850348e-03	-0.1598265519	-0.016313159	0.1526950276	-0.05158148	-0.06420236	-0.062104370	0.1080713829	0.1080713829	-0.115421211	-0.164783207	-0.44054659	0.08298315	-0.062672957	-0.24160036	-3.903669e-01	0.0530611096	0.1546633276	-0.043782626	-0.170975271	-0.34362640	-0.33135200	-2.946517e-01	-0.203341310	-0.29662861	-0.40213281	-0.14490490	-0.181812747	0.232186897	0.0367238492	0.149816459	0.0640204520	0.010857564	0.1037963212	-0.3591137248	0.0988527909	-0.46777777	0.0841231922	-1.097203e-01	0.0009348858
162	27	WALKING_UPSTAIRS	0.2657703	-0.020095332	-0.12353044	0.8680003	-0.229278660	-0.294642640	0.07347635	-1.402294e-02	6.746791e-03	-0.0940344887	0.002124994	0.1401298558	-0.09375187	-0.05092352	-0.062901372	-0.1605893560	-0.1605893560	-0.479067422	-0.286145720	-0.69989509	-0.41760740	-0.249688518	-0.41888640	-4.654258e-01	-0.1813564063	-0.2615504010	-0.503113856	-0.442465613	-0.60854424	-0.36164836	-3.726718e-01	-0.454277803	-0.54436923	-0.59409258	-0.40052846	-0.238720732	-0.125411021	-0.4301025129	-0.393928937	-0.0126842500	-0.460770278	0.1162873717	-0.6076677302	-0.1281161243	-0.71917980	0.1848599872	3.026105e-02	0.0173688089
163	28	LAYING	0.2759135	-0.016753786	-0.10834485	-0.4903345	0.144073274	0.015757003	0.07807706	5.939923e-03	6.009719e-03	-0.0173677057	-0.097448734	0.0935791231	-0.10451163	-0.03560100	-0.053450191	-0.9581122303	-0.9581122303	-0.978455342	-0.937106921	-0.97822027	-0.97393087	-0.958436369	-0.96111567	-3.301100e-01	-0.0748391009	0.2333085194	-0.980013419	-0.978094827	-0.97025157	0.10429202	1.086094e-03	0.038219081	-0.94680423	-0.96582446	-0.96116484	-0.258860970	-0.349472545	0.1236275908	-0.961035588	0.0383860925	-0.973436248	0.2668593149	-0.9442183694	-0.1811359308	-0.97183058	0.0118828610	3.881749e-02	-0.0392425156
164	28	SITTING	0.2769776	-0.018540444	-0.11151794	0.9073313	-0.112596728	0.135402567	0.07686716	1.483382e-02	2.578540e-04	-0.0339018030	-0.067394385	0.0870254014	-0.09539351	-0.04080078	-0.057901536	-0.9557897086	-0.9557897086	-0.973274367	-0.955175567	-0.98121316	-0.97982014	-0.946351650	-0.95222679	-1.554813e-02	-0.0192655570	-0.0027382696	-0.976891805	-0.963054247	-0.97293955	0.14768090	-2.113412e-01	-0.089627681	-0.97372433	-0.96311763	-0.95418028	0.017742249	-0.320939754	-0.0574600312	-0.953928124	0.0291999772	-0.969178687	0.2291115368	-0.9602975250	-0.1377060777	-0.97946587	0.0024959274	1.236779e-02	0.0076623530
165	28	STANDING	0.2777951	-0.017263512	-0.10657939	0.9485148	-0.247656167	-0.038583050	0.07531316	9.073632e-03	-2.678101e-03	-0.0253281544	-0.073900165	0.0865173111	-0.10224841	-0.04313647	-0.052589625	-0.9254716516	-0.9254716516	-0.959551987	-0.894242470	-0.95968102	-0.97251980	-0.893430393	-0.93450303	3.553527e-04	-0.1354306391	-0.1263253597	-0.968513715	-0.935168978	-0.96475124	0.14689085	-3.506278e-01	-0.119606463	-0.88042610	-0.94816079	-0.92665519	-0.316450050	-0.359311640	-0.1976162971	-0.929146479	-0.0886594278	-0.952727765	0.1333076433	-0.9096524363	-0.3173839106	-0.95875858	-0.1124428826	7.609950e-03	0.0150505403
166	28	WALKING	0.2812282	-0.015675972	-0.10371471	0.9429303	-0.229316151	-0.125912861	0.09311222	2.264866e-02	-7.629152e-03	-0.1058962079	-0.017282217	0.1160659109	-0.09297467	-0.05153944	-0.059355248	-0.1806660203	-0.1806660203	-0.299223359	-0.310775946	-0.54624876	-0.28006218	-0.127912276	-0.35633764	-3.750469e-01	-0.0561251397	-0.0130058805	-0.362601980	-0.294548345	-0.49875449	-0.35321773	-4.924107e-01	-0.301043748	-0.37468107	-0.50468174	-0.25502905	-0.062019697	-0.150925257	-0.1550760236	-0.352156842	0.1074500694	-0.360811456	0.1230162498	-0.5146024248	-0.0019846676	-0.59596510	-0.0760839276	6.311943e-03	-0.0430248399
167	28	WALKING_DOWNSTAIRS	0.2936421	-0.022023047	-0.10858897	0.9292917	-0.235897105	-0.121477256	0.09726535	1.434509e-02	1.239501e-03	-0.1410963095	0.007105643	0.1386224256	-0.02664930	-0.05704109	-0.077617393	0.1043592166	0.1043592166	-0.070756028	-0.068246324	-0.34041731	0.08907218	0.186441734	-0.30816163	-3.511953e-01	0.0116076206	0.2020303121	-0.026867698	-0.012703972	-0.36528743	-0.27694182	-3.936815e-01	-0.073632511	-0.02999700	-0.21710016	-0.18439234	-0.092302181	-0.064530717	-0.0122512308	0.188840008	0.0406977206	-0.012882383	0.0545998275	-0.2233547939	0.1148890526	-0.39672071	0.1312601262	-1.331354e-01	-0.0496659827
168	28	WALKING_UPSTAIRS	0.2620058	-0.027944394	-0.12151403	0.8545082	-0.333223997	-0.265207858	0.07068319	2.229854e-02	7.490817e-03	-0.1293629708	0.021225096	0.1037209877	-0.08056806	-0.04925521	-0.075261044	-0.1862405040	-0.1862405040	-0.388086248	-0.263415283	-0.62027980	-0.26610134	-0.190589069	-0.40173294	-3.789819e-01	-0.0852282261	-0.1926573925	-0.318866730	-0.358009373	-0.58781357	-0.23207454	-3.627510e-01	-0.307201518	-0.40363628	-0.52206650	-0.31821100	-0.115729101	-0.251074231	-0.3032545165	-0.213519365	0.0202047637	-0.294433416	0.1723259277	-0.5348354096	-0.0526395586	-0.66250582	0.0991311625	6.175885e-02	0.0502811748
169	29	LAYING	0.2872952	-0.017196548	-0.10946207	-0.3467898	0.807535373	0.590452224	0.07188612	1.169121e-02	2.415428e-03	-0.0258281005	-0.076181436	0.1274119717	-0.09953399	-0.03867683	-0.067446967	-0.9864931967	-0.9864931967	-0.992725368	-0.971923623	-0.99732253	-0.98662700	-0.989034304	-0.98947393	-8.760597e-02	0.3282593546	0.3347873994	-0.992153982	-0.989398824	-0.99201845	0.13861631	1.347350e-01	0.165235128	-0.99312261	-0.99369634	-0.97618432	0.235949986	0.040138526	0.2503076292	-0.986800645	0.4358469317	-0.993998276	0.4880884997	-0.9840013417	0.2337600962	-0.99761739	0.4263016799	-1.251857e-02	-0.0084845011
170	29	SITTING	0.2771800	-0.016630680	-0.11041182	0.8915638	0.155659457	0.286256064	0.07454381	5.985314e-03	3.167701e-03	-0.0379271112	-0.075579767	0.0580495969	-0.09536370	-0.04000184	-0.047000898	-0.9780170218	-0.9780170218	-0.990719808	-0.962377332	-0.99539231	-0.99109396	-0.969609502	-0.97562303	-2.866874e-02	0.1076093177	0.2103353134	-0.993445760	-0.983883193	-0.98847024	0.27795533	2.773967e-02	0.117192324	-0.98839357	-0.99032925	-0.97393359	0.069838773	-0.173147234	-0.0194301190	-0.973346532	0.2509709278	-0.990093704	0.3362327975	-0.9802694258	-0.0696604206	-0.99506305	0.3077908781	2.035564e-02	0.0058355729
171	29	STANDING	0.2779651	-0.017260587	-0.10865907	0.9745087	-0.058487154	0.031614585	0.07530525	1.151050e-02	3.328950e-04	-0.0276075573	-0.072106068	0.0827583768	-0.09887015	-0.04051106	-0.054492631	-0.9847453189	-0.9847453189	-0.990785420	-0.980657340	-0.99214470	-0.99502404	-0.973345770	-0.98409602	1.286785e-01	0.0047342003	0.1745245315	-0.993736906	-0.983194981	-0.98854158	0.30325491	-5.587372e-02	0.148596745	-0.97448545	-0.99158667	-0.98365471	-0.105103421	-0.149854193	-0.0235538799	-0.984548095	0.1799583119	-0.989793893	0.3880205480	-0.9808797229	-0.0723347010	-0.99167205	0.2198670660	-1.482162e-02	0.0217420440
Showing 1 to 19 of 180 entries, 88 total columns
